word,subtype,phonetic,phonetic_uk,phonetic_us,conflict_dialects,source_variants,uk_candidate_count,us_candidate_count
upgrading,no_safe_variant,/əpɡɹˈeɪdɪŋ/,,,us,us,0,2
adduce,no_safe_variant,/ɐdjˈuːs/,,,uk,uk,2,0
obfuscate,has_us_only_but_conflict,/ˈɑbfəˌskeɪt/,,/ˈɑbfəˌskeɪt/,uk,uk,4,1
punctuality,has_us_only_but_conflict,/ˌpʌŋktʃuˈælɪti/,,/ˌpʌŋktʃuˈælɪti/,uk,uk,2,1
sonorous,has_us_only_but_conflict,/ˈsɑnɚəs/,,/ˈsɑnɚəs/,uk,uk,2,1
statuesque,has_us_only_but_conflict,/ˌstætʃuˈɛsk/,,/ˌstætʃuˈɛsk/,uk,uk,2,1
tantalizingly,no_safe_variant,/ˈtæntəlaɪzɪŋlɪ/,,,us,us,0,2
interdict,has_us_only_but_conflict,/ˈɪntɚˌdɪkt/,,/ˈɪntɚˌdɪkt/,uk,uk,2,1
hypochondriac,has_us_only_but_conflict,/ˌhaɪpəˈkɑndɹiæk/,,/ˌhaɪpəˈkɑndɹiæk/,uk,uk,4,1
barrister,no_safe_variant,/ˈbærɪstə/,,,us,us,0,2
disobedient,has_uk_only_but_conflict,/dɪsəʊbˈiːdɪənt/,/dɪsəˈbiːdɪənt/,,us,us,2,2
farcical,no_safe_variant,/ˈfɑːsɪkəl/,,,us,us,0,2
obstructionist,has_uk_only_but_conflict,/əbstɹˈʌkʃənəst/,/əbˈstɹʌkʃənˌɪst/,,us,us,2,2
telegraph,has_us_only_but_conflict,/ˈtɛləˌɡɹæf/,,/ˈtɛləˌɡɹæf/,uk,uk,4,1
temerity,has_us_only_but_conflict,/təˈmɛɹəti/,,/təˈmɛɹəti/,uk,uk,2,1
protean,no_safe_variant,/pɹəʊtˈɪən/,,,uk|us,uk|us,4,2
confederacy,no_safe_variant,/kənfˈɛdəɹəsɪ/,,,us,us,0,2
graph,has_us_only_but_conflict,/ˈɡɹæf/,,/ˈɡɹæf/,uk,uk,10,1
gravitation,has_us_only_but_conflict,/ˌɡɹævɪˈteɪʃən/,,/ˌɡɹævɪˈteɪʃən/,uk,uk,2,1
asexual,has_us_only_but_conflict,/eɪˈsɛksjuəl/,,/eɪˈsɛksjuəl/,uk,uk,4,1
presented,no_safe_variant,/ˈprezəntɪd/,,,us,us,0,4
garrulous,has_us_only_but_conflict,/ˈɡɛɹələs/,,/ˈɡɛɹələs/,uk,uk,2,1
reducing,no_safe_variant,/ɹɪdjˈuːsɪŋ/,,,uk|us,uk|us,4,3
waylay,has_us_only_but_conflict,/ˈweɪˌleɪ/,,/ˈweɪˌleɪ/,uk,uk,2,1
peripatetic,has_us_only_but_conflict,/ˌpɛɹəpəˈtɛtɪk/,,/ˌpɛɹəpəˈtɛtɪk/,uk,uk,4,1
verity,no_safe_variant,/ˈvɛɹɪtɪ/,,,us,us,0,2
washingtonian,no_safe_variant,/ˌwɔʃɪŋˈtəʊnɪən/,,,us,us,0,2
desirous,has_us_only_but_conflict,/dɪˈzaɪɹəs/,,/dɪˈzaɪɹəs/,uk,uk,2,1
amortization,has_us_only_but_conflict,/ˌæmɚtɪˈzeɪʃən/,,/ˌæmɚtɪˈzeɪʃən/,uk,uk,2,1
reportage,has_us_only_but_conflict,/ɹɪˈpɔɹtɪdʒ/,,/ɹɪˈpɔɹtɪdʒ/,uk,uk,2,1
hotelier,has_us_only_but_conflict,/hoʊˈtɛljɚ/,,/hoʊˈtɛljɚ/,uk,uk,2,1
councilor,no_safe_variant,/ˈkaʊnsɪlə/,,,us,us,0,2
distracted,no_safe_variant,/dɪsˈtræktɪd/,,,us,us,0,2
ingenue,has_uk_only_but_conflict,/ænʒeɪˈnjuː/,/ˌænʒeɪˈnjuː/,,us,us,1,4
inadmissible,no_safe_variant,/ɪnɐdmˈɪsɪbəl/,,,us,us,0,2
credulity,has_us_only_but_conflict,/kɹɪˈduːləti/,,/kɹɪˈduːləti/,uk,uk,2,1
tureen,no_safe_variant,/tjəɹˈiːn/,,,uk,uk,3,0
cos,has_us_only_but_conflict,/ˈkɔs/,,/ˈkɔs/,uk,uk,3,1
idyll,has_us_only_but_conflict,/ˈaɪdəl/,,/ˈaɪdəl/,uk,uk,2,1
flaccid,no_safe_variant,/ˈflæksɪd/,,,us,us,0,2
blithe,has_us_only_but_conflict,/ˈblaɪð/,,/ˈblaɪð/,uk,uk,2,1
irrationally,no_safe_variant,/ɪˈræʃnəlɪ/,,,us,us,0,2
argumentation,has_us_only_but_conflict,/ˌɑɹɡjəmɛnˈteɪʃən/,,/ˌɑɹɡjəmɛnˈteɪʃən/,uk,uk,2,1
chaff,has_us_only_but_conflict,/ˈtʃæf/,,/ˈtʃæf/,uk,uk,4,1
feckless,has_us_only_but_conflict,/ˈfɛklɪs/,,/ˈfɛklɪs/,uk,uk,2,1
fracas,has_us_only_but_conflict,/ˈfɹeɪkəs/,,/ˈfɹeɪkəs/,uk,uk,2,1
thousandth,no_safe_variant,/ˈθaʊzəndθ/,,,us,us,0,2
punctual,has_us_only_but_conflict,/ˈpʌŋktʃuəl/,,/ˈpʌŋktʃuəl/,uk,uk,2,1
litigious,no_safe_variant,/lɪtˈɪdʒəs/,,,us,us,0,2
excluded,no_safe_variant,/ɪksˈkluːdɪd/,,,us,us,0,2
prelate,has_uk_only_but_conflict,/ˈpɹɛlət/,/ˈpɹɛlət/,,us,us,2,2
economize,has_uk_only_but_conflict,/ɪkˈɒnəmˌaɪz/,/iˈkɒnəmaɪz/,,us,us,1,2
lat,has_uk_only_but_conflict,/læt/,/lɑːt/,,us,us,2,2
leaven,has_us_only_but_conflict,/ˈlɛvən/,,/ˈlɛvən/,uk,uk,4,1
antifungal,has_uk_only_but_conflict,/ˌæntˌaɪfˈʌŋɡəl/,/ˌæntɪˈfʌŋɡəl/,,us,us,2,2
overwork,has_us_only_but_conflict,/ˌoʊvɚˈwɝk/,,/ˌoʊvɚˈwɝk/,uk,uk,2,1
concord,no_safe_variant,/kəŋkˈɔːd/,,,uk|us,uk|us,6,2
realty,has_uk_only_but_conflict,/ˈɹɪəltɪ/,/ˈɹɪəlti/,,us,us,1,3
unbecoming,no_safe_variant,/ˌʌnbɪˈkʌmɪŋ/,,,us,us,0,2
auntie,no_safe_variant,/ˈɑːntɪ/,,,uk|us,uk|us,4,2
unremitting,has_uk_only_but_conflict,/ˌʌnrɪˈmɪtɪŋ/,/ˌʌnɹɪˈmɪtɪŋ/,,us,us,1,2
farsighted,no_safe_variant,/ˈfɑːˈsaɪtɪd/,,,us,us,0,2
truncate,has_us_only_but_conflict,/ˈtɹʌŋˌkeɪt/,,/ˈtɹʌŋˌkeɪt/,uk,uk,6,1
translated,has_uk_only_but_conflict,/tɹanslˈeɪtɪd/,/tɹɑːnzˈleɪtɪd/,,us,us,1,2
secured,has_us_only_but_conflict,/sɪˈkjʊɹd/,,/sɪˈkjʊɹd/,uk,uk,4,1
tarantula,has_uk_only_but_conflict,/təˈræntjulə/,/təˈɹænt͡ʃʊlə/,,us,us,1,2
returned,has_uk_only_but_conflict,/ɹɪtˈɜːnd/,/ɹɪˈtəːnd/,,us,us,2,2
lorry,has_us_only_but_conflict,/ˈlɔɹi/,,/ˈlɔɹi/,uk,uk,6,1
coated,has_uk_only_but_conflict,/ˈkəʊtɪd/,/ˈkəʊtɪd/,,us,us,2,2
indemnity,no_safe_variant,/ˌɪndˈɛmnɪtɪ/,,,us,us,0,2
hermetically,no_safe_variant,/hɜːmˈɛtɪklɪ/,,,us,us,0,2
natal,no_safe_variant,/ˈneɪtəl/,,,us,us,0,2
curio,has_us_only_but_conflict,/ˈkjʊɹioʊ/,,/ˈkjʊɹioʊ/,uk,uk,3,1
meow,has_us_only_but_conflict,/miˈaʊ/,,/miˈaʊ/,uk,uk,6,1
slovak,no_safe_variant,/ˈsləʊvæk/,,,us,us,0,2
aqueous,has_us_only_but_conflict,/ˈeɪkwiəs/,,/ˈeɪkwiəs/,uk,uk,3,1
demonstrative,has_us_only_but_conflict,/dɪˈmɑnstɹətɪv/,,/dɪˈmɑnstɹətɪv/,uk,uk,4,1
swarthy,no_safe_variant,/ˈswɔːðɪ/,,,us,us,0,2
fallible,has_us_only_but_conflict,/ˈfæləbəl/,,/ˈfæləbəl/,uk,uk,2,1
postscript,no_safe_variant,/ˈpəʊstskɹɪpt/,,,us,us,0,2
dysentery,has_us_only_but_conflict,/ˈdɪsənˌtɛɹi/,,/ˈdɪsənˌtɛɹi/,uk,uk,2,1
elongate,has_us_only_but_conflict,/ɪˈlɔŋɡeɪt/,,/ɪˈlɔŋɡeɪt/,uk,uk,4,1
sanctimonious,has_us_only_but_conflict,/ˌsæŋktəˈmoʊniəs/,,/ˌsæŋktəˈmoʊniəs/,uk,uk,2,1
boll,has_us_only_but_conflict,/ˈboʊl/,,/ˈboʊl/,uk,uk,4,1
profligate,has_us_only_but_conflict,/ˈpɹɔflɪˌɡeɪt/,,/ˈpɹɔflɪˌɡeɪt/,uk,uk,4,1
intercession,no_safe_variant,/ˌɪntəsˈɛʃən/,,,us,us,0,2
superlative,has_us_only_but_conflict,/sʊˈpɝlətɪv/,,/sʊˈpɝlətɪv/,uk,uk,6,1
incorporated,has_uk_only_but_conflict,/ɪnˈkɔːpəreɪtɪd/,/ɪŋˈkɔːpəɹeɪtɪd/,,us,us,2,2
apocryphal,has_us_only_but_conflict,/əˈpɑkɹəfəl/,,/əˈpɑkɹəfəl/,uk,uk,2,1
laminate,no_safe_variant,/ˈlæmɪneɪt/,,,us,us,0,2
nutritionally,no_safe_variant,/njuːtɹˈɪʃənəlɪ/,,,us,us,0,2
aspirant,no_safe_variant,/ˈaspəɹənt/,,,us,us,0,2
semicircular,no_safe_variant,/ˌsɛmɪsˈɜːkjʊlə/,,,us,us,0,3
enabling,no_safe_variant,/ɪˈneɪblɪŋ/,,,us,us,0,3
ocular,has_us_only_but_conflict,/ˈɔkjulɚ/,,/ˈɔkjulɚ/,uk,uk,4,1
theatrically,no_safe_variant,/θɪˈætrɪklɪ/,,,us,us,0,2
injurious,has_us_only_but_conflict,/ˌɪnˈdʒʊɹiəs/,,/ˌɪnˈdʒʊɹiəs/,uk,uk,2,1
rectitude,has_us_only_but_conflict,/ˈɹɛktɪˌtuːd/,,/ˈɹɛktɪˌtuːd/,uk,uk,2,1
contemptuously,has_us_only_but_conflict,/kənˈtɛmptʃwəsli/,,/kənˈtɛmptʃwəsli/,uk,uk,2,1
caulk,has_uk_only_but_conflict,/ˈkɔːk/,/kɔːk/,,us,us,2,2
blubber,has_us_only_but_conflict,/ˈblʌbɚ/,,/ˈblʌbɚ/,uk,uk,8,1
forgetful,no_safe_variant,/fəɡˈɛtfəl/,,,us,us,0,2
lamentation,no_safe_variant,/ˌlæmənˈteɪʃən/,,,uk,uk,2,0
annotated,no_safe_variant,/ˈænəˌteɪtɪd/,,,us,us,0,2
gyrate,has_us_only_but_conflict,/ˈdʒaɪˌɹeɪt/,,/ˈdʒaɪˌɹeɪt/,uk,uk,2,1
commiserate,has_us_only_but_conflict,/kəˈmɪsɚˌeɪt/,,/kəˈmɪsɚˌeɪt/,uk,uk,2,1
counsellor,no_safe_variant,/ˈkaʊnsələ/,,,us,us,0,2
bouillon,has_us_only_but_conflict,/ˌbuːˈwɪlən/,,/ˌbuːˈwɪlən/,uk,uk,2,1
heifer,no_safe_variant,/ˈhɛfə/,,,us,us,0,2
ventilate,no_safe_variant,/ˈvɛntɪlˌeɪt/,,,us,us,0,2
readability,has_us_only_but_conflict,/ˌɹiːdəˈbɪlɪti/,,/ˌɹiːdəˈbɪlɪti/,uk,uk,2,1
deductive,has_us_only_but_conflict,/dɪˈdʌktəv/,,/dɪˈdʌktəv/,uk,uk,2,1
nested,no_safe_variant,/ˈnɛstɪd/,,,us,us,0,2
atelier,no_safe_variant,/ˈætəlɪeɪ/,,,uk,uk,4,0
hovel,has_us_only_but_conflict,/ˈhʌvəl/,,/ˈhʌvəl/,uk,uk,4,1
intransigent,no_safe_variant,/ɪnˈtrænsɪdʒənt/,,,us,us,0,2
corrected,no_safe_variant,/kəɹˈɛktɪd/,,,us,us,0,2
askance,has_us_only_but_conflict,/əˈskæns/,,/əˈskæns/,uk,uk,6,1
derisively,no_safe_variant,/dɪˈraɪsɪvlɪ/,,,uk|us,uk|us,2,2
pith,has_us_only_but_conflict,/ˈpɪθ/,,/ˈpɪθ/,uk,uk,4,1
scythe,no_safe_variant,/ˈsaɪð/,,,us,us,0,2
rose,has_us_only_but_conflict,/ˈɹoʊz/,,/ˈɹoʊz/,uk,uk,6,1
comparably,no_safe_variant,/ˈkɒmpəɹəblɪ/,,,us,us,0,2
endive,has_us_only_but_conflict,/ˈɛndɪv/,,/ˈɛndɪv/,uk,uk,3,1
chromatic,no_safe_variant,/krəʊˈmætɪk/,,,uk,uk,4,0
eventful,no_safe_variant,/ɪvˈɛntfəl/,,,us,us,0,2
isthmus,has_us_only_but_conflict,/ˈɪsməs/,,/ˈɪsməs/,uk,uk,3,1
rejoinder,no_safe_variant,/ɹɪdʒˈɔɪndə/,,,us,us,0,2
upturn,has_uk_only_but_conflict,/ʌpˈtɜːn/,/ˈʌptɜːn/,,us,us,2,2
watertight,has_us_only_but_conflict,/ˈwɔtɚˌtaɪt/,,/ˈwɔtɚˌtaɪt/,uk,uk,3,1
stickler,has_uk_only_but_conflict,/ˈstɪklə/,/ˈstɪklə/,,us,us,1,2
plebiscite,has_uk_only_but_conflict,/ˈplɛbɪsˌaɪt/,/ˈplɛbɪsaɪt/,,us,us,1,2
headed,no_safe_variant,/ˈhɛdɪd/,,,us,us,0,2
rapacious,has_uk_only_but_conflict,/ɹapˈeɪʃəs/,/ɹəˈpeɪʃəs/,,us,us,1,2
prophylactic,has_uk_only_but_conflict,/ˌprəʊfɪˈlæktɪk/,/pɹɒfəˈlæktɪk/,,us,us,2,2
imprimatur,has_us_only_but_conflict,/ˌɪmpɹɪˈmɑtɚ/,,/ˌɪmpɹɪˈmɑtɚ/,uk,uk,5,1
preset,has_us_only_but_conflict,/pɹiˈsɛt/,,/pɹiˈsɛt/,uk,uk,4,1
demonstrable,has_us_only_but_conflict,/ˈdɛmənstɹəbəl/,,/ˈdɛmənstɹəbəl/,uk,uk,4,1
dispensary,has_uk_only_but_conflict,/dɪspˈɛnsəɹɪ/,/dɪsˈpɛnsəɹi/,,us,us,1,2
dram,no_safe_variant,/dræm/,,,us,us,0,2
gynecology,has_us_only_but_conflict,/ˌɡaɪnəˈkɑlədʒi/,,/ˌɡaɪnəˈkɑlədʒi/,uk,uk,2,1
equine,has_us_only_but_conflict,/ˈiːˌkwaɪn/,,/ˈiːˌkwaɪn/,uk,uk,4,1
somersault,has_us_only_but_conflict,/ˈsʌmɚˌsɔlt/,,/ˈsʌmɚˌsɔlt/,uk,uk,6,1
convex,no_safe_variant,/kɒnvˈɛks/,,,uk|us,uk|us,9,2
alms,has_uk_only_but_conflict,/ɑːmz/,/ɑːmz/,,us,us,1,2
porpoise,has_us_only_but_conflict,/ˈpɔɹpəs/,,/ˈpɔɹpəs/,uk,uk,4,1
actuary,has_us_only_but_conflict,/ˈæktʃuˈɛˌɹiː/,,/ˈæktʃuˈɛˌɹiː/,uk,uk,3,1
enabler,no_safe_variant,/ɛnˈeɪblə/,,,us,us,0,4
luxuriant,has_us_only_but_conflict,/ləɡˈʒɝiənt/,,/ləɡˈʒɝiənt/,uk,uk,2,1
despotic,has_us_only_but_conflict,/dɪˈspɑtɪk/,,/dɪˈspɑtɪk/,uk,uk,3,1
caught,has_uk_only_but_conflict,/ˈkɔːt/,/kɔːt/,,us,us,2,2
omega,no_safe_variant,/əʊmˈeɪɡə/,,,uk|us,uk|us,6,2
mnemonic,no_safe_variant,/nɛmˈɒnɪk/,,,us,us,0,2
tourniquet,has_us_only_but_conflict,/ˈtɝˌnɪkɪt/,,/ˈtɝˌnɪkɪt/,uk,uk,4,1
etymology,no_safe_variant,/ˌetɪˈmɔlədʒɪ/,,,uk|us,uk|us,2,2
genotype,has_us_only_but_conflict,/ˈdʒɛnəˌtaɪp/,,/ˈdʒɛnəˌtaɪp/,uk,uk,6,1
earplug,no_safe_variant,/ˈɪəplʌg/,,,us,us,0,2
nepotism,has_us_only_but_conflict,/ˈnɛpəˌtɪzəm/,,/ˈnɛpəˌtɪzəm/,uk,uk,2,1
reputed,no_safe_variant,/ɹɪpjˈuːtɪd/,,,us,us,0,2
elope,has_us_only_but_conflict,/ɪˈloʊp/,,/ɪˈloʊp/,uk,uk,2,1
fiddler,no_safe_variant,/ˈfɪdlə/,,,us,us,0,2
walrus,has_us_only_but_conflict,/ˈwɔlɹəs/,,/ˈwɔlɹəs/,uk,uk,4,1
whorl,no_safe_variant,/ˈwɔːl/,,,us,us,0,3
micrometer,has_us_only_but_conflict,/maɪˈkɹɑmətɚ/,,/maɪˈkɹɑmətɚ/,uk,uk,2,1
internationalist,no_safe_variant,/ˌɪntəˈnæʃənəlɪst/,,,us,us,0,2
blasphemous,has_us_only_but_conflict,/ˈblæsfəməs/,,/ˈblæsfəməs/,uk,uk,2,1
aver,has_us_only_but_conflict,/ˈeɪvɚ/,,/ˈeɪvɚ/,uk,uk,2,1
multilingual,no_safe_variant,/ˌmʌltɪˈlɪŋgwəl/,,,us,us,0,2
predetermine,has_uk_only_but_conflict,/pɹɪdɪtˈɜːmɪn/,/ˌpɹiːdɪˈtɜːmɪn/,,us,us,1,2
remembered,has_uk_only_but_conflict,/rɪˈmembəd/,/ɹɪˈmɛmbəd/,,us,us,1,2
heckler,has_us_only_but_conflict,/ˈhɛklɚ/,,/ˈhɛklɚ/,uk,uk,2,1
equinox,has_us_only_but_conflict,/ˈiːkwəˌnɑks/,,/ˈiːkwəˌnɑks/,uk,uk,2,1
daredevil,has_us_only_but_conflict,/ˈdɛɹˌdɛvəl/,,/ˈdɛɹˌdɛvəl/,uk,uk,6,1
paleontology,has_us_only_but_conflict,/ˌpeɪliənˈtɑlədʒi/,,/ˌpeɪliənˈtɑlədʒi/,uk,uk,2,1
libretto,has_uk_only_but_conflict,/lɪbɹˈɛtəʊ/,/lɪˈbɹɛtəʊ/,,us,us,1,2
alabaster,has_us_only_but_conflict,/ˈæləˌbæstɚ/,,/ˈæləˌbæstɚ/,uk,uk,4,1
pontiff,has_uk_only_but_conflict,/ˈpɒntɪf/,/ˈpɒntɪf/,,us,us,1,2
gentlemanly,no_safe_variant,/ˈdʒɛntəlmənlɪ/,,,us,us,0,2
ornery,has_us_only_but_conflict,/ˈɔɹnɚi/,,/ˈɔɹnɚi/,uk,uk,2,1
basalt,has_us_only_but_conflict,/bəˈsɔlt/,,/bəˈsɔlt/,uk,uk,3,1
untoward,has_uk_only_but_conflict,/ʌnˈtəʊəd/,/ˌʌntʊˈwɔːd/,,us,us,1,2
intransigence,no_safe_variant,/ɪnˈtrænsɪdʒəns/,,,us,us,0,2
daft,has_us_only_but_conflict,/ˈdæft/,,/ˈdæft/,uk,uk,2,1
ersatz,has_uk_only_but_conflict,/eəˈzɑːtz/,/ˈɛəzæts/,,us,us,2,2
expansionist,no_safe_variant,/ɪkˈspænʃənɪst/,,,us,us,0,2
alchemist,no_safe_variant,/ˈælkɪmɪst/,,,us,us,0,2
desecrate,no_safe_variant,/ˈdɛsɪkɹˌeɪt/,,,us,us,0,2
filial,has_us_only_but_conflict,/ˈfɪliəl/,,/ˈfɪliəl/,uk,uk,2,1
gladiator,has_us_only_but_conflict,/ˈɡlædiˌeɪtɚ/,,/ˈɡlædiˌeɪtɚ/,uk,uk,4,1
emotive,has_uk_only_but_conflict,/ɪmˈəʊtɪv/,/ɪˈməʊtɪv/,,us,us,2,2
quay,no_safe_variant,/ˈkiː/,,,us,us,0,2
anarchic,has_us_only_but_conflict,/æˈnɑɹkɪk/,,/æˈnɑɹkɪk/,uk,uk,2,1
revealed,no_safe_variant,/ɹɪvˈiːld/,,,us,us,0,2
derisive,no_safe_variant,/dɪɹˈaɪsɪv/,,,uk|us,uk|us,4,2
tonnage,no_safe_variant,/ˈtʌnɪdʒ/,,,us,us,0,2
plasticity,no_safe_variant,/plæˈstɪsɪtɪ/,,,uk,uk,2,0
odious,has_us_only_but_conflict,/ˈoʊdiəs/,,/ˈoʊdiəs/,uk,uk,2,1
august,has_uk_only_but_conflict,/ɒːˈgʌst ˈɒːgəst/,/ɔːˈɡʌst/,,us,us,3,2
transferred,no_safe_variant,/tɹansfˈɜːd/,,,uk|us,uk|us,3,2
loathsome,no_safe_variant,/ˈləʊθsʌm/,,,uk|us,uk|us,2,2
debutante,has_us_only_but_conflict,/ˈdɛbjəˈtɑnt/,,/ˈdɛbjəˈtɑnt/,uk,uk,2,1
counterclockwise,no_safe_variant,/ˈkaʊntəklˌɒkwaɪz/,,,us,us,0,2
mimicry,has_us_only_but_conflict,/ˈmɪmɪkɹi/,,/ˈmɪmɪkɹi/,uk,uk,2,1
eventuality,no_safe_variant,/ɪˌventʃuˈælɪtɪ/,,,us,us,0,2
chlorophyll,has_us_only_but_conflict,/ˈklɔɹəfɪl/,,/ˈklɔɹəfɪl/,uk,uk,2,1
trinity,no_safe_variant,/ˈtɹɪnɪtɪ/,,,us,us,0,2
requested,no_safe_variant,/ɹɪkwˈɛstɪd/,,,us,us,0,2
determinedly,no_safe_variant,/dɪˈtɜːmɪndlɪ/,,,us,us,0,2
brassy,has_us_only_but_conflict,/ˈbɹæsi/,,/ˈbɹæsi/,uk,uk,2,1
wrangler,no_safe_variant,/ˈræŋglə/,,,uk|us,uk|us,2,2
entreaty,has_us_only_but_conflict,/ɛnˈtɹiːti/,,/ɛnˈtɹiːti/,uk,uk,3,1
forgettable,no_safe_variant,/fəɡˈɛtəbəl/,,,us,us,0,2
proportionally,has_uk_only_but_conflict,/prəˈpɔːʃənlɪ/,/pɹəˈpɔːʃənəli/,,us,us,1,2
obstinate,has_us_only_but_conflict,/ˈɑbstənət/,,/ˈɑbstənət/,uk,uk,2,1
brusque,has_us_only_but_conflict,/ˈbɹʌsk/,,/ˈbɹʌsk/,uk,uk,6,1
instrumentalist,no_safe_variant,/ˌɪnstɹəmˈɛntəlˌɪst/,,,us,us,0,2
cuckoo,no_safe_variant,/ˈkʊkuː/,,,uk|us,uk|us,6,2
tryst,no_safe_variant,/ˈtɹɪst/,,,us,us,0,2
abrogate,has_us_only_but_conflict,/ˈæbɹəˌɡeɪt/,,/ˈæbɹəˌɡeɪt/,uk,uk,3,1
edited,no_safe_variant,/ˈɛdɪtɪd/,,,us,us,0,2
voyager,has_uk_only_but_conflict,/ˈvɔɪɪdʒə/,/ˈvojɪd͡ʒə/,,us,us,1,2
reverent,has_us_only_but_conflict,/ˈɹɛvɚənt/,,/ˈɹɛvɚənt/,uk,uk,2,1
supine,no_safe_variant,/ˈsuːpaɪn/,,,us,us,0,2
plumage,has_uk_only_but_conflict,/ˈpluːmɪdʒ/,/ˈpluːmɪd͡ʒ/,,us,us,1,2
zoology,has_us_only_but_conflict,/zoʊˈɑlədʒi/,,/zoʊˈɑlədʒi/,uk,uk,2,1
revelatory,has_us_only_but_conflict,/ɹɪˈvɛləˌtɔɹi/,,/ɹɪˈvɛləˌtɔɹi/,uk,uk,2,1
potpourri,has_us_only_but_conflict,/ˌpoʊpʊˈɹiː/,,/ˌpoʊpʊˈɹiː/,uk,uk,3,1
annul,has_us_only_but_conflict,/ˈænəl/,,/ˈænəl/,uk,uk,2,1
contrite,has_us_only_but_conflict,/kənˈtɹaɪt/,,/kənˈtɹaɪt/,uk,uk,4,1
kerchief,has_us_only_but_conflict,/ˈkɝtʃəf/,,/ˈkɝtʃəf/,uk,uk,4,1
surrealism,no_safe_variant,/səɹˈɪəlɪzəm/,,,us,us,0,2
desist,no_safe_variant,/dɪsˈɪst/,,,us,us,0,2
chimera,has_us_only_but_conflict,/tʃɪˈmɛɹə/,,/tʃɪˈmɛɹə/,uk,uk,2,1
mandible,no_safe_variant,/ˈmændɪbl/,,,us,us,0,2
deceitful,has_uk_only_but_conflict,/dɪsˈiːtfəl/,/dɪˈsiːtfʊl/,,us,us,1,2
lunacy,has_us_only_but_conflict,/ˈluːnəsi/,,/ˈluːnəsi/,uk,uk,2,1
generative,has_us_only_but_conflict,/ˈdʒɛnɚətɪv/,,/ˈdʒɛnɚətɪv/,uk,uk,3,1
anemone,has_uk_only_but_conflict,/ɐnˈɛmənɪ/,/əˈnɛməni/,,us,us,1,2
slough,has_us_only_but_conflict,/ˈslʌf/,,/ˈslʌf/,uk,uk,4,1
ratchet,no_safe_variant,/ˈrætʃɪt/,,,us,us,0,2
manifold,has_uk_only_but_conflict,/ˈmænɪfəʊld/,/ˈmænɪˌfəʊld/,,us,us,4,2
thrall,has_us_only_but_conflict,/ˈθɹɔl/,,/ˈθɹɔl/,uk,uk,6,1
transferable,has_us_only_but_conflict,/tɹænˈsfɝəbəl/,,/tɹænˈsfɝəbəl/,uk,uk,2,1
salve,has_us_only_but_conflict,/ˈsɑv/,,/ˈsɑv/,uk,uk,10,1
savant,has_us_only_but_conflict,/səˈvɑnt/,,/səˈvɑnt/,uk,uk,5,1
temperance,no_safe_variant,/ˈtɛmpəɹəns/,,,us,us,0,2
pedicure,no_safe_variant,/ˈpɛdɪkjˌʊə/,,,us,us,0,2
introduced,has_uk_only_but_conflict,/ɪntrədˈjuːst/,/ˌɪntɹəˈdjuːst/,,us,us,2,2
forte,has_uk_only_but_conflict,/fɔːt/,/ˈfɔːteɪ/,,us,uk|us,7,2
postmaster,no_safe_variant,/ˈpəʊstˌmɑːstə/,,,us,us,0,2
vociferous,has_us_only_but_conflict,/voʊˈsɪfɚəs/,,/voʊˈsɪfɚəs/,uk,uk,2,1
folio,has_us_only_but_conflict,/ˈfoʊˌliːoʊ/,,/ˈfoʊˌliːoʊ/,uk,uk,4,1
salivary,no_safe_variant,/ˈsælɪvərɪ/,,,uk,uk,4,0
routing,has_uk_only_but_conflict,/ˈɹaʊtɪŋ/,/ˈɹuːtɪŋ/,,us,us,2,2
larceny,has_us_only_but_conflict,/ˈlɑɹsəni/,,/ˈlɑɹsəni/,uk,uk,2,1
digression,has_us_only_but_conflict,/daɪˈɡɹɛʃən/,,/daɪˈɡɹɛʃən/,uk,uk,2,1
roughness,has_us_only_but_conflict,/ˈɹʌfnəs/,,/ˈɹʌfnəs/,uk,uk,2,1
anchorage,no_safe_variant,/ˈæŋkərɪdʒ/,,,uk|us,uk|us,2,2
demarcate,no_safe_variant,/ˈdiːmɑːkeɪt/,,,uk,uk,2,0
aberrant,has_us_only_but_conflict,/æˈbɛɹənt/,,/æˈbɛɹənt/,uk,uk,4,1
torrential,has_us_only_but_conflict,/tɔˈɹɛnʃəl/,,/tɔˈɹɛnʃəl/,uk,uk,2,1
despot,has_us_only_but_conflict,/ˈdɛspət/,,/ˈdɛspət/,uk,uk,2,1
academician,has_us_only_but_conflict,/ˌækədəˈmɪʃən/,,/ˌækədəˈmɪʃən/,uk,uk,2,1
url,no_safe_variant,/ˌjuːˌɑːɹˈɛl/,,,us,us,0,2
curate,has_us_only_but_conflict,/ˈkjʊɹət/,,/ˈkjʊɹət/,uk,uk,2,1
oat,has_us_only_but_conflict,/ˈoʊt/,,/ˈoʊt/,uk,uk,2,1
zoological,has_us_only_but_conflict,/ˌzuːˈlɑdʒɪkəl/,,/ˌzuːˈlɑdʒɪkəl/,uk,uk,2,1
panache,has_us_only_but_conflict,/pəˈnɑʃ/,,/pəˈnɑʃ/,uk,uk,2,1
bludgeon,has_us_only_but_conflict,/ˈblʌdʒən/,,/ˈblʌdʒən/,uk,uk,4,1
prance,has_us_only_but_conflict,/ˈpɹæns/,,/ˈpɹæns/,uk,uk,8,1
